0,1,tuple_id_1,tuple_id_2
A988334,A968050,,
A988334,A973762,,
A988334,A988334,,
A988334,A989536,,
A988338,A988338,,
A988349,A941300,,
A988349,A960829,,
A988349,A965846,,
A988349,A988349,,
A988352,A956592,,
A988352,A981113,,
A988352,A988352,,
A988354,A920364,,
A988354,A942786,,
A988354,A943557,,
A988354,A945555,,
A988354,A947021,,
A988354,A962391,,
A988354,A982680,,
A988354,A988354,,
A988356,A988356,,
A988359,A929270,,
A988359,A983357,,
A988359,A988359,,
A988359,A997955,,
A988362,A915363,,
A988362,A988362,,
A988368,A988368,,
A988372,A922234,,
A988372,A942265,,
A988372,A950883,,
A988372,A988372,,
A988372,A997771,,
A988373,A975223,,
A988373,A976903,,
A988373,A988373,,
A988373,A994372,,
A988375,A927169,,
A988375,A958664,,
A988375,A971177,,
A988375,A988375,,
A988380,A977678,,
A988380,A988380,,
A988391,A907694,,
A988391,A930353,,
A988391,A945303,,
A988391,A953219,,
A988391,A988391,,
A988391,A990265,,
A988393,A934437,,
A988393,A942294,,
A988393,A977700,,
A988393,A988393,,
A988394,A923644,,
A988394,A936104,,
A988394,A950506,,
A988394,A976343,,
A988394,A988394,,
A988396,A988396,,
A988405,A988405,,
A988409,A934447,,
A988409,A971533,,
A988409,A976933,,
A988409,A988409,,
A988409,A989606,,
A988414,A988414,,
A988425,A973338,,
A988425,A988425,,
A988431,A988431,,
A988436,A988436,,
A988440,A988440,,
A988449,A988449,,
A988452,A988452,,
A988455,A913559,,
A988455,A938445,,
A988455,A956209,,
A988455,A988455,,
A988456,A923910,,
A988456,A966469,,
A988456,A988456,,
A988457,A988457,,
A988463,A913604,,
A988463,A927094,,
A988463,A943231,,
A988463,A958042,,
A988463,A959020,,
A988463,A971400,,
A988463,A978332,,
A988463,A988092,,
A988463,A988463,,
A988463,A993222,,
A988470,A957852,,
A988470,A988470,,
A988471,A925844,,
A988471,A988471,,
A988485,A929411,,
A988485,A943139,,
A988485,A978814,,
A988485,A988485,,
A988487,A908679,,
A988487,A913884,,
A988487,A914017,,
A988487,A982952,,
A988487,A988487,,
A988489,A988489,,
A988496,A958752,,
A988496,A975858,,
A988496,A988496,,
A988504,A936080,,
A988504,A960857,,
A988504,A988504,,
A988506,A913755,,
A988506,A918494,,
A988506,A922845,,
A988506,A932051,,
A988506,A954863,,
A988506,A988506,,
A988506,A990817,,
A988512,A910288,,
A988512,A919116,,
A988512,A930583,,
A988512,A988512,,
A988513,A975284,,
A988513,A975444,,
A988513,A988513,,
A988519,A960432,,
A988519,A988519,,
A988524,A988524,,
A988529,A949918,,
A988529,A988529,,
A988530,A907201,,
A988530,A988530,,
A988531,A960245,,
A988531,A984207,,
A988531,A988531,,
A988531,A992968,,
A988534,A935242,,
A988534,A946417,,
A988534,A953042,,
A988534,A966825,,
A988534,A988534,,
A988539,A941968,,
A988539,A942375,,
A988539,A948968,,
A988539,A958054,,
A988539,A958396,,
A988539,A964437,,
A988539,A970171,,
A988539,A988539,,
A988540,A929454,,
A988540,A958606,,
A988540,A988540,,
A988541,A937180,,
A988541,A976124,,
A988541,A988541,,
A988545,A955619,,
A988545,A958685,,
A988545,A963227,,
A988545,A979288,,
A988545,A988545,,
A988548,A988548,,
A988549,A914211,,
A988549,A915060,,
A988549,A915137,,
A988549,A954905,,
A988549,A988549,,
A988549,A990517,,
A988554,A941581,,
A988554,A960073,,
A988554,A988554,,
A988554,A991225,,
A988554,A992324,,
A988559,A926451,,
A988559,A927187,,
A988559,A946142,,
A988559,A963375,,
A988559,A988559,,
A988561,A905739,,
A988561,A988561,,
A988566,A917976,,
A988566,A934507,,
A988566,A963162,,
A988566,A971315,,
A988566,A988566,,
A988572,A988572,,
A988577,A929256,,
A988577,A941814,,
A988577,A955654,,
A988577,A960646,,
A988577,A970345,,
A988577,A976909,,
A988577,A988577,,
A988578,A919704,,
A988578,A938034,,
A988578,A946122,,
A988578,A966288,,
A988578,A986946,,
A988578,A988578,,
A988581,A917002,,
A988581,A929502,,
A988581,A967106,,
A988581,A988581,,
A988582,A916564,,
A988582,A988582,,
A988584,A988584,,
A988587,A988587,,
A988594,A988594,,
A988595,A988595,,
A988603,A934826,,
A988603,A941282,,
A988603,A966264,,
A988603,A974325,,
A988603,A979812,,
A988603,A988603,,
A988608,A929507,,
A988608,A932644,,
A988608,A956007,,
A988608,A972978,,
A988608,A988608,,
A988609,A922513,,
A988609,A934001,,
A988609,A975170,,
A988609,A988609,,
A988610,A932674,,
A988610,A963875,,
A988610,A965366,,
A988610,A988610,,
A988611,A918580,,
A988611,A962476,,
A988611,A988611,,
A988611,A995362,,
A988613,A912926,,
A988613,A915077,,
A988613,A974478,,
A988613,A988613,,
A988616,A920039,,
A988616,A988616,,
A988619,A941122,,
A988619,A963342,,
A988619,A988619,,
A988619,A994526,,
A988622,A953814,,
A988622,A962274,,
A988622,A988622,,
A988623,A930584,,
A988623,A988623,,
A988624,A958981,,
A988624,A988624,,
A988627,A906729,,
A988627,A919485,,
A988627,A927528,,
A988627,A942257,,
A988627,A948164,,
A988627,A952556,,
A988627,A966268,,
A988627,A988627,,
A988627,A990491,,
A988634,A967120,,
A988634,A988634,,
A988639,A935399,,
A988639,A943196,,
A988639,A945512,,
A988639,A948180,,
A988639,A988639,,
A988643,A959766,,
A988643,A988643,,
A988650,A929255,,
A988650,A954373,,
A988650,A963358,,
A988650,A966976,,
A988650,A974498,,
A988650,A977261,,
A988650,A988650,,
A988650,A996994,,
A988656,A908856,,
A988656,A945068,,
A988656,A951143,,
A988656,A966879,,
A988656,A970221,,
A988656,A988656,,
A988656,A996354,,
A988656,A998553,,
A988657,A923241,,
A988657,A945624,,
A988657,A988657,,
A988662,A970184,,
A988662,A988662,,
A988671,A947468,,
A988671,A966817,,
A988671,A988671,,
A988671,A998996,,
A988674,A940744,,
A988674,A984306,,
A988674,A988674,,
A988674,A994788,,
A988675,A910169,,
A988675,A913871,,
A988675,A950199,,
A988675,A970566,,
A988675,A988675,,
A988678,A906429,,
A988678,A917311,,
A988678,A922325,,
A988678,A942556,,
A988678,A944189,,
A988678,A988678,,
A988680,A980886,,
A988680,A988680,,
A988688,A911764,,
A988688,A914713,,
A988688,A915304,,
A988688,A964459,,
A988688,A988688,,
A988692,A928567,,
A988692,A932873,,
A988692,A946874,,
A988692,A983631,,
A988692,A988692,,
A988694,A906746,,
A988694,A919531,,
A988694,A944876,,
A988694,A981422,,
A988694,A988694,,
A988696,A910537,,
A988696,A913881,,
A988696,A921665,,
A988696,A940493,,
A988696,A988696,,
A988696,A990101,,
A988696,A993979,,
A988697,A916288,,
A988697,A988697,,
A988707,A908538,,
A988707,A988707,,
A988714,A920923,,
A988714,A930599,,
A988714,A964397,,
A988714,A988714,,
A988715,A988715,,
A988722,A988722,,
A988724,A942177,,
A988724,A945333,,
A988724,A979694,,
A988724,A988724,,
A988740,A988740,,
A988749,A988749,,
A988753,A968995,,
A988753,A988753,,
A988756,A960261,,
A988756,A988756,,
A988756,A991480,,
A988757,A988757,,
A988759,A988759,,
A988761,A961343,,
A988761,A984562,,
A988761,A986749,,
A988761,A988761,,
A988761,A989112,,
A988767,A980634,,
A988767,A981471,,
A988767,A988767,,
A988767,A989300,,
A988773,A988773,,
A988775,A988775,,
A988778,A911794,,
A988778,A917506,,
A988778,A919258,,
A988778,A920797,,
A988778,A930819,,
A988778,A934181,,
A988778,A936950,,
A988778,A941083,,
A988778,A988295,,
A988778,A988778,,
A988778,A990223,,
A988778,A994815,,
A988780,A932097,,
A988780,A978969,,
A988780,A988780,,
A988781,A988781,,
A988783,A920862,,
A988783,A942558,,
A988783,A953366,,
A988783,A988783,,
A988783,A993425,,
A988789,A914592,,
A988789,A919604,,
A988789,A938240,,
A988789,A986880,,
A988789,A988789,,
A988789,A998593,,
A988791,A979634,,
A988791,A988791,,
A988792,A977917,,
A988792,A988792,,
A988792,A998046,,
A988799,A988799,,
A988800,A988800,,
A988813,A949750,,
A988813,A988813,,
A988815,A951761,,
A988815,A961260,,
A988815,A971218,,
A988815,A988815,,
A988816,A912227,,
A988816,A924867,,
A988816,A928807,,
A988816,A938192,,
A988816,A947452,,
A988816,A948061,,
A988816,A957423,,
A988816,A963148,,
A988816,A969853,,
A988816,A974812,,
A988816,A978279,,
A988816,A986841,,
A988816,A988816,,
A988819,A963576,,
A988819,A988819,,
A988822,A988822,,
A988823,A988823,,
A988837,A927251,,
A988837,A930544,,
A988837,A988837,,
A988838,A974048,,
A988838,A986728,,
A988838,A988838,,
A988841,A907273,,
A988841,A963064,,
A988841,A971387,,
A988841,A976497,,
A988841,A988841,,
A988842,A923693,,
A988842,A936201,,
A988842,A988842,,
A988845,A971836,,
A988845,A988845,,
A988846,A971766,,
A988846,A988846,,
A988848,A907947,,
A988848,A912846,,
A988848,A916422,,
A988848,A948143,,
A988848,A987153,,
A988848,A988848,,
A988849,A988849,,
A988852,A988852,,
A988854,A988854,,
A988856,A988856,,
A988856,A989796,,
A988857,A988857,,
A988861,A988861,,
A988867,A918538,,
A988867,A964733,,
A988867,A978101,,
A988867,A988867,,
A988869,A929649,,
A988869,A984680,,
A988869,A988869,,
A988871,A911296,,
A988871,A917394,,
A988871,A920140,,
A988871,A923145,,
A988871,A927602,,
A988871,A929749,,
A988871,A936146,,
A988871,A939627,,
A988871,A940036,,
A988871,A942254,,
A988871,A942602,,
A988871,A950338,,
A988871,A962168,,
A988871,A966741,,
A988871,A972900,,
A988871,A984083,,
A988871,A988871,,
A988871,A996184,,
A988872,A988872,,
A988873,A988873,,
A988878,A988878,,
A988882,A988882,,
A988882,A996509,,
A988883,A910440,,
A988883,A937084,,
A988883,A988883,,
A988883,A997453,,
A988885,A928918,,
A988885,A939205,,
A988885,A972557,,
A988885,A985818,,
A988885,A988885,,
A988889,A988889,,
A988890,A988890,,
A988890,A992034,,
A988895,A988895,,
A988901,A924311,,
A988901,A933659,,
A988901,A956298,,
A988901,A966446,,
A988901,A966785,,
A988901,A976501,,
A988901,A978004,,
A988901,A980607,,
A988901,A988901,,
A988907,A988907,,
A988912,A917836,,
A988912,A972088,,
A988912,A979103,,
A988912,A988912,,
A988913,A932889,,
A988913,A988913,,
A988913,A991360,,
A988918,A909555,,
A988918,A949054,,
A988918,A960731,,
A988918,A988918,,
A988922,A910550,,
A988922,A928418,,
A988922,A930510,,
A988922,A953621,,
A988922,A972199,,
A988922,A986541,,
A988922,A988922,,
A988923,A944684,,
A988923,A988923,,
A988924,A962379,,
A988924,A963334,,
A988924,A988924,,
A988926,A929996,,
A988926,A938086,,
A988926,A965570,,
A988926,A976809,,
A988926,A985005,,
A988926,A988926,,
A988926,A993739,,
A988926,A997236,,
A988935,A966135,,
A988935,A988935,,
A988935,A996684,,
A988940,A988940,,
A988946,A917645,,
A988946,A924246,,
A988946,A924759,,
A988946,A947832,,
A988946,A960876,,
A988946,A978873,,
A988946,A980539,,
A988946,A988946,,
A988953,A953508,,
A988953,A988953,,
A988959,A988959,,
A988964,A988964,,
A988975,A988975,,
A988976,A988976,,
A988980,A988980,,
A988983,A988983,,
A988985,A913368,,
A988985,A925741,,
A988985,A943453,,
A988985,A988985,,
A988986,A977649,,
A988986,A988986,,
A988986,A995796,,
A988994,A988994,,
A988995,A988995,,
A988999,A913954,,
A988999,A947449,,
A988999,A983432,,
A988999,A988999,,
A989005,A968062,,
A989005,A989005,,
A989013,A927570,,
A989013,A989013,,
A989016,A924046,,
A989016,A929302,,
A989016,A943659,,
A989016,A945314,,
A989016,A949313,,
A989016,A963946,,
A989016,A964531,,
A989016,A975663,,
A989016,A989016,,
A989016,A994436,,
A989021,A926497,,
A989021,A935491,,
A989021,A936696,,
A989021,A944251,,
A989021,A969338,,
A989021,A984153,,
A989021,A989021,,
A989024,A989024,,
A989027,A908770,,
A989027,A939678,,
A989027,A957629,,
A989027,A963387,,
A989027,A983523,,
A989027,A989027,,
A989028,A918475,,
A989028,A930796,,
A989028,A989028,,
A989048,A958789,,
A989048,A976748,,
A989048,A989048,,
A989061,A910225,,
A989061,A989061,,
A989067,A934442,,
A989067,A978796,,
A989067,A989067,,
A989067,A995981,,
A989067,A997678,,
A989069,A989069,,
A989073,A989073,,
A989083,A912106,,
A989083,A926914,,
A989083,A932641,,
A989083,A932927,,
A989083,A936836,,
A989083,A977382,,
A989083,A989083,,
A989086,A916637,,
A989086,A989086,,
A989091,A989091,,
A989094,A922074,,
A989094,A950481,,
A989094,A989094,,
A989097,A922520,,
A989097,A989097,,
A989101,A962910,,
A989101,A974584,,
A989101,A981267,,
A989101,A989101,,
A989101,A990420,,
A989110,A989110,,
A989113,A989113,,
A989115,A938434,,
A989115,A955821,,
A989115,A989115,,
A989117,A940185,,
A989117,A958337,,
A989117,A988187,,
A989117,A989117,,
A989117,A995104,,
A989118,A985028,,
A989118,A989118,,
A989121,A989121,,
A989122,A989122,,
A989130,A907354,,
A989130,A908983,,
A989130,A919558,,
A989130,A989130,,
A989131,A989131,,
A989133,A989133,,
A989138,A933752,,
A989138,A948157,,
A989138,A970438,,
A989138,A974761,,
A989138,A989138,,
A989139,A926359,,
A989139,A989139,,
A989139,A992404,,
A989139,A998631,,
A989142,A923133,,
A989142,A989142,,
A989145,A925026,,
A989145,A935223,,
A989145,A960799,,
A989145,A970634,,
A989145,A972521,,
A989145,A989145,,
A989145,A990031,,
A989145,A990567,,
A989146,A912736,,
A989146,A918402,,
A989146,A970360,,
A989146,A971942,,
A989146,A989146,,
A989148,A905273,,
A989148,A966250,,
A989148,A972725,,
A989148,A977898,,
A989148,A989148,,
A989152,A909305,,
A989152,A919201,,
A989152,A919496,,
A989152,A989152,,
A989156,A921277,,
A989156,A922187,,
A989156,A980340,,
A989156,A989156,,
A989157,A910467,,
A989157,A924549,,
A989157,A929379,,
A989157,A967964,,
A989157,A988966,,
A989157,A989157,,
A989165,A989165,,
A989168,A976557,,
A989168,A989168,,
A989172,A933977,,
A989172,A935914,,
A989172,A949210,,
A989172,A967458,,
A989172,A969160,,
A989172,A973515,,
A989172,A983420,,
A989172,A985872,,
A989172,A989172,,
A989174,A989174,,
A989176,A989176,,
A989187,A964224,,
A989187,A989187,,
A989191,A989191,,
A989196,A989196,,
A989211,A989211,,
A989216,A926131,,
A989216,A989216,,
A989218,A929535,,
A989218,A959315,,
A989218,A968382,,
A989218,A989218,,
A989228,A989228,,
A989229,A912101,,
A989229,A989229,,
A989229,A993873,,
A989232,A988112,,
A989232,A989232,,
A989234,A913235,,
A989234,A916060,,
A989234,A980873,,
A989234,A989234,,
A989235,A989235,,
A989240,A989240,,
A989242,A989242,,
A989243,A930557,,
A989243,A970199,,
A989243,A989243,,
A989244,A919018,,
A989244,A927830,,
A989244,A972134,,
A989244,A989244,,
A989244,A997270,,
A989245,A948746,,
A989245,A950862,,
A989245,A968775,,
A989245,A977640,,
A989245,A984413,,
A989245,A989245,,
A989247,A930859,,
A989247,A952723,,
A989247,A965997,,
A989247,A987090,,
A989247,A989247,,
A989250,A913196,,
A989250,A916715,,
A989250,A942646,,
A989250,A957635,,
A989250,A989250,,
A989251,A959467,,
A989251,A989251,,
A989252,A942062,,
A989252,A971140,,
A989252,A989252,,
A989254,A921511,,
A989254,A929765,,
A989254,A939004,,
A989254,A944599,,
A989254,A977015,,
A989254,A979657,,
A989254,A981448,,
A989254,A989254,,
A989254,A993109,,
A989264,A908603,,
A989264,A937081,,
A989264,A972842,,
A989264,A989264,,
A989266,A931234,,
A989266,A970419,,
A989266,A983365,,
A989266,A989266,,
A989268,A908802,,
A989268,A940742,,
A989268,A942695,,
A989268,A956884,,
A989268,A969861,,
A989268,A989268,,
A989268,A997742,,
A989274,A924287,,
A989274,A989274,,
A989275,A915418,,
A989275,A929754,,
A989275,A989275,,
A989275,A990141,,
A989277,A907973,,
A989277,A955984,,
A989277,A989277,,
A989277,A990677,,
A989277,A994428,,
A989278,A910554,,
A989278,A947304,,
A989278,A989278,,
A989280,A935447,,
A989280,A943970,,
A989280,A946994,,
A989280,A954410,,
A989280,A956459,,
A989280,A959543,,
A989280,A965929,,
A989280,A974389,,
A989280,A987509,,
A989280,A989280,,
A989280,A989306,,
A989281,A912420,,
A989281,A977495,,
A989281,A984956,,
A989281,A989281,,
A989284,A989284,,
A989294,A936004,,
A989294,A943323,,
A989294,A970866,,
A989294,A989294,,
A989303,A989303,,
A989304,A908206,,
A989304,A908820,,
A989304,A921116,,
A989304,A930209,,
A989304,A952228,,
A989304,A957713,,
A989304,A986654,,
A989304,A989304,,
A989309,A963470,,
A989309,A979467,,
A989309,A989309,,
A989310,A923652,,
A989310,A927325,,
A989310,A932259,,
A989310,A934127,,
A989310,A934324,,
A989310,A947752,,
A989310,A965099,,
A989310,A989310,,
A989316,A942630,,
A989316,A963668,,
A989316,A989316,,
A989316,A989547,,
A989318,A910801,,
A989318,A913500,,
A989318,A946636,,
A989318,A957305,,
A989318,A960771,,
A989318,A961667,,
A989318,A989318,,
A989323,A975789,,
A989323,A989323,,
A989324,A908917,,
A989324,A951127,,
A989324,A975075,,
A989324,A978601,,
A989324,A989324,,
A989325,A969913,,
A989325,A989325,,
A989336,A960754,,
A989336,A989336,,
A989337,A909645,,
A989337,A939054,,
A989337,A940118,,
A989337,A952872,,
A989337,A970517,,
A989337,A989337,,
A989350,A989350,,
A989351,A939877,,
A989351,A945982,,
A989351,A989351,,
A989354,A989354,,
A989355,A913520,,
A989355,A918516,,
A989355,A934083,,
A989355,A954672,,
A989355,A989355,,
A989355,A994256,,
A989360,A975187,,
A989360,A989360,,
A989361,A975195,,
A989361,A989361,,
A989363,A919573,,
A989363,A968829,,
A989363,A976306,,
A989363,A989363,,
A989363,A993637,,
A989366,A989366,,
A989369,A907703,,
A989369,A929869,,
A989369,A987917,,
A989369,A989369,,
A989371,A989371,,
A989375,A913969,,
A989375,A921755,,
A989375,A924865,,
A989375,A926902,,
A989375,A927608,,
A989375,A938151,,
A989375,A945321,,
A989375,A953473,,
A989375,A964080,,
A989375,A966428,,
A989375,A970892,,
A989375,A983576,,
A989375,A986378,,
A989375,A987183,,
A989375,A989375,,
A989375,A989694,,
A989375,A990391,,
A989375,A993973,,
A989375,A997469,,
A989380,A920979,,
A989380,A933553,,
A989380,A942184,,
A989380,A985973,,
A989380,A989380,,
A989380,A997718,,
A989382,A989382,,
A989384,A939978,,
A989384,A989384,,
A989390,A918240,,
A989390,A935715,,
A989390,A936785,,
A989390,A974140,,
A989390,A989390,,
A989391,A937712,,
A989391,A941830,,
A989391,A989391,,
A989392,A918509,,
A989392,A924611,,
A989392,A941534,,
A989392,A942198,,
A989392,A952787,,
A989392,A958615,,
A989392,A963704,,
A989392,A974602,,
A989392,A979422,,
A989392,A982033,,
A989392,A985333,,
A989392,A989392,,
A989397,A989397,,
A989397,A991443,,
A989397,A993355,,
A989405,A978817,,
A989405,A989405,,
A989409,A989409,,
A989414,A911365,,
A989414,A989414,,
A989418,A969116,,
A989418,A976084,,
A989418,A980701,,
A989418,A989418,,
A989418,A994641,,
A989419,A912712,,
A989419,A924754,,
A989419,A926127,,
A989419,A936820,,
A989419,A972619,,
A989419,A989419,,
A989420,A922709,,
A989420,A966914,,
A989420,A989420,,
A989420,A989612,,
A989420,A992408,,
A989423,A918859,,
A989423,A930132,,
A989423,A989423,,
A989429,A933265,,
A989429,A989429,,
A989430,A909651,,
A989430,A924426,,
A989430,A989430,,
A989430,A991637,,
A989430,A994334,,
A989434,A989434,,
A989442,A953176,,
A989442,A989442,,
A989447,A955059,,
A989447,A989447,,
A989450,A942360,,
A989450,A969083,,
A989450,A976209,,
A989450,A989450,,
A989454,A989454,,
A989462,A987968,,
A989462,A989462,,
A989464,A926361,,
A989464,A926766,,
A989464,A984754,,
A989464,A989464,,
A989465,A989465,,
A989466,A989466,,
A989480,A941171,,
A989480,A966020,,
A989480,A989480,,
A989481,A928827,,
A989481,A937992,,
A989481,A938133,,
A989481,A939215,,
A989481,A979314,,
A989481,A989481,,
A989485,A935248,,
A989485,A939985,,
A989485,A960515,,
A989485,A960836,,
A989485,A966731,,
A989485,A989485,,
A989485,A993958,,
A989486,A919458,,
A989486,A936342,,
A989486,A983731,,
A989486,A989486,,
A989504,A989504,,
A989505,A931478,,
A989505,A953907,,
A989505,A956662,,
A989505,A980892,,
A989505,A982322,,
A989505,A989505,,
A989509,A929997,,
A989509,A939377,,
A989509,A955693,,
A989509,A958508,,
A989509,A989509,,
A989509,A993245,,
A989509,A998253,,
A989511,A920828,,
A989511,A931028,,
A989511,A940771,,
A989511,A951192,,
A989511,A966986,,
A989511,A989511,,
A989513,A927443,,
A989513,A935899,,
A989513,A937337,,
A989513,A958807,,
A989513,A989513,,
A989513,A996562,,
A989521,A934258,,
A989521,A989521,,
A989528,A989528,,
A989529,A908406,,
A989529,A927205,,
A989529,A989529,,
A989529,A992974,,
A989533,A936066,,
A989533,A982536,,
A989533,A984702,,
A989533,A989533,,
A989537,A936190,,
A989537,A963971,,
A989537,A986430,,
A989537,A989537,,
A989539,A989539,,
A989544,A910585,,
A989544,A962883,,
A989544,A968294,,
A989544,A975798,,
A989544,A976545,,
A989544,A983996,,
A989544,A989544,,
A989545,A909003,,
A989545,A927658,,
A989545,A951933,,
A989545,A989545,,
A989545,A998800,,
A989550,A926759,,
A989550,A939091,,
A989550,A943072,,
A989550,A966216,,
A989550,A982172,,
A989550,A989550,,
A989550,A997792,,
A989551,A989551,,
A989553,A939808,,
A989553,A943012,,
A989553,A959008,,
A989553,A980465,,
A989553,A989553,,
A989554,A948617,,
A989554,A977911,,
A989554,A989554,,
A989556,A921014,,
A989556,A935550,,
A989556,A962904,,
A989556,A989556,,
A989572,A915813,,
A989572,A989572,,
A989573,A924964,,
A989573,A929927,,
A989573,A945222,,
A989573,A957264,,
A989573,A989573,,
A989573,A998850,,
A989577,A904705,,
A989577,A922137,,
A989577,A980100,,
A989577,A989577,,
A989584,A989584,,
A989587,A986493,,
A989587,A989587,,
A989592,A913323,,
A989592,A917657,,
A989592,A927600,,
A989592,A951791,,
A989592,A987318,,
A989592,A989592,,
A989598,A912796,,
A989598,A916924,,
A989598,A927081,,
A989598,A928287,,
A989598,A989598,,
A989598,A993091,,
A989607,A982311,,
A989607,A988447,,
A989607,A989607,,
A989608,A916091,,
A989608,A919345,,
A989608,A929177,,
A989608,A935858,,
A989608,A989608,,
A989608,A993977,,
A989620,A915316,,
A989620,A945299,,
A989620,A948779,,
A989620,A978338,,
A989620,A986108,,
A989620,A989620,,
A989627,A926971,,
A989627,A932111,,
A989627,A989627,,
A989628,A905624,,
A989628,A925074,,
A989628,A931047,,
A989628,A989628,,
A989628,A997628,,
A989635,A923560,,
A989635,A971844,,
A989635,A977083,,
A989635,A980275,,
A989635,A989635,,
A989639,A917873,,
A989639,A917988,,
A989639,A939608,,
A989639,A941817,,
A989639,A948570,,
A989639,A967006,,
A989639,A985943,,
A989639,A989639,,
A989639,A993271,,
A989639,A994475,,
A989642,A918786,,
A989642,A921047,,
A989642,A946533,,
A989642,A959937,,
A989642,A960377,,
A989642,A969993,,
A989642,A970254,,
A989642,A989425,,
A989642,A989642,,
A989642,A998115,,
A989643,A989643,,
A989645,A974804,,
A989645,A986773,,
A989645,A989645,,
A989658,A910034,,
A989658,A916949,,
A989658,A989658,,
A989659,A989659,,
A989660,A989660,,
A989661,A989661,,
A989662,A959308,,
A989662,A989662,,
A989663,A934757,,
A989663,A979926,,
A989663,A989663,,
A989672,A974052,,
A989672,A977098,,
A989672,A989672,,
A989676,A989676,,
A989687,A989687,,
A989688,A940199,,
A989688,A989688,,
A989688,A996695,,
A989689,A928038,,
A989689,A962827,,
A989689,A978615,,
A989689,A989689,,
A989692,A946428,,
A989692,A989692,,
A989694,A913969,,
A989694,A921755,,
A989694,A924865,,
A989694,A926902,,
A989694,A927608,,
A989694,A938151,,
A989694,A945321,,
A989694,A953473,,
A989694,A964080,,
A989694,A966428,,
A989694,A970892,,
A989694,A983576,,
A989694,A986378,,
A989694,A987183,,
A989694,A989375,,
A989694,A989694,,
A989694,A990391,,
A989694,A993973,,
A989694,A997469,,
A989701,A922767,,
A989701,A943445,,
A989701,A967054,,
A989701,A973125,,
A989701,A989701,,
A989703,A906767,,
A989703,A963217,,
A989703,A976175,,
A989703,A976272,,
A989703,A989703,,
A989705,A924909,,
A989705,A949129,,
A989705,A961178,,
A989705,A974373,,
A989705,A989705,,
A989705,A998507,,
A989711,A989711,,
A989715,A909945,,
A989715,A925847,,
A989715,A935533,,
A989715,A975782,,
A989715,A983972,,
A989715,A985733,,
A989715,A987360,,
A989715,A989715,,
A989720,A920307,,
A989720,A989720,,
A989720,A998244,,
A989723,A920512,,
A989723,A957642,,
A989723,A963827,,
A989723,A979051,,
A989723,A989723,,
A989725,A924351,,
A989725,A974102,,
A989725,A989725,,
A989730,A916308,,
A989730,A918071,,
A989730,A926363,,
A989730,A930754,,
A989730,A956505,,
A989730,A987301,,
A989730,A989730,,
A989734,A989734,,
A989736,A914325,,
A989736,A934603,,
A989736,A935110,,
A989736,A966494,,
A989736,A989736,,
A989739,A989739,,
A989743,A934750,,
A989743,A989743,,
A989748,A978939,,
A989748,A989748,,
A989756,A964251,,
A989756,A986242,,
A989756,A989756,,
A989757,A955139,,
A989757,A956359,,
A989757,A989757,,
A989761,A965250,,
A989761,A989761,,
A989766,A989766,,
A989773,A989773,,
A989779,A916982,,
A989779,A921567,,
A989779,A953410,,
A989779,A957661,,
A989779,A989779,,
A989784,A989784,,
A989785,A989785,,
A989800,A905467,,
A989800,A942501,,
A989800,A946174,,
A989800,A966959,,
A989800,A972022,,
A989800,A989800,,
A989811,A927696,,
A989811,A961053,,
A989811,A989706,,
A989811,A989811,,
A989827,A945702,,
A989827,A950854,,
A989827,A989827,,
A989828,A947995,,
A989828,A989828,,
A989828,A994745,,
A989828,A997573,,
A989830,A920818,,
A989830,A974318,,
A989830,A989830,,
A989832,A947384,,
A989832,A979200,,
A989832,A989832,,
A989833,A989833,,
A989844,A972515,,
A989844,A989844,,
A989846,A916242,,
A989846,A989846,,
A989853,A935317,,
A989853,A963280,,
A989853,A989853,,
A989853,A995284,,
A989854,A989854,,
A989854,A990846,,
A989854,A994604,,
A989864,A989864,,
A989872,A973086,,
A989872,A974696,,
A989872,A989872,,
A989875,A979856,,
A989875,A989875,,
A989879,A946985,,
A989879,A989879,,
A989880,A989880,,
A989885,A978083,,
A989885,A989885,,
A989885,A993937,,
A989886,A916476,,
A989886,A947808,,
A989886,A958588,,
A989886,A968825,,
A989886,A989886,,
A989886,A997589,,
A989900,A914320,,
A989900,A928249,,
A989900,A939009,,
A989900,A953752,,
A989900,A989900,,
A989901,A910681,,
A989901,A939393,,
A989901,A946992,,
A989901,A950613,,
A989901,A979749,,
A989901,A989901,,
A989915,A948412,,
A989915,A950323,,
A989915,A965611,,
A989915,A971534,,
A989915,A971917,,
A989915,A989915,,
A989917,A989917,,
A989924,A907401,,
A989924,A975779,,
A989924,A989924,,
A989924,A994292,,
A989925,A989925,,
A989927,A989927,,
A989934,A929902,,
A989934,A982396,,
A989934,A989934,,
A989940,A906300,,
A989940,A921724,,
A989940,A937933,,
A989940,A943345,,
A989940,A944676,,
A989940,A954412,,
A989940,A989940,,
A989944,A914195,,
A989944,A958516,,
A989944,A960260,,
A989944,A989944,,
A989944,A990763,,
A989945,A989945,,
A989947,A925986,,
A989947,A989947,,
A989947,A998393,,
A989949,A916295,,
A989949,A976860,,
A989949,A983595,,
A989949,A984213,,
A989949,A984660,,
A989949,A989949,,
A989949,A990799,,
A989953,A989953,,
A989959,A916960,,
A989959,A925041,,
A989959,A989959,,
A989967,A957582,,
A989967,A965327,,
A989967,A986852,,
A989967,A989967,,
A989972,A919024,,
A989972,A925600,,
A989972,A942189,,
A989972,A951099,,
A989972,A960490,,
